,position,handle,rating,rank_from,index_from,rank_to,index_to
3152,14028,MountAim,1608,Expert,6,Master,4
3153,14028,AmartyaXphy,1608,Expert,6,Legendary Grandmaster,0
3154,14028,TsotneSV,1608,Expert,6,Grandmaster,2
3155,14028,Dreadwing,1608,Expert,6,Pupil,8
3156,14028,caozhengye,1608,Expert,6,Legendary Grandmaster,0
3157,14028,official-ashutosh,1608,Expert,6,Legendary Grandmaster,0
3158,14028,BeGukesh,1608,Expert,6,Legendary Grandmaster,0
3159,14028,akash10rout,1608,Expert,6,Candidate Master,5
3160,14080,DaniDiazTech,1607,Expert,6,International Master,3
3161,14080,gopoma,1607,Expert,6,Newbie,9
3162,14080,deng_wo_ni_xi,1607,Expert,6,Legendary Grandmaster,0
3163,14080,d19n,1607,Expert,6,Pupil,8
3164,14080,go_mu,1607,Expert,6,Candidate Master,5
3165,14080,HQLF,1607,Expert,6,Newbie,9
3166,14080,shiva51,1607,Expert,6,Newbie,9
3167,14080,e6nlaq,1607,Expert,6,Master,4
3168,14080,rkgena,1607,Expert,6,Legendary Grandmaster,0
3169,14080,adhocforces_,1607,Expert,6,Newbie,9
3170,14080,mathforces_,1607,Expert,6,Newbie,9
3171,14148,solvemproblr,1606,Expert,6,Specialist,7
3172,14148,AkizumiFox,1606,Expert,6,Legendary Grandmaster,0
3173,14148,Madsome,1606,Expert,6,International Master,3
3174,14148,IUHAquarius,1606,Expert,6,International Master,3
3175,14148,soicodoc10tin,1606,Expert,6,Legendary Grandmaster,0
3176,14148,NTTseep123,1606,Expert,6,Legendary Grandmaster,0
3177,14148,xiaozha,1606,Expert,6,Candidate Master,5
3178,14148,dominique_10,1606,Expert,6,Candidate Master,5
3179,14148,andr0n1x,1606,Expert,6,Master,4
3180,14148,Aurorawlm,1606,Expert,6,Grandmaster,2
3181,14148,23337456,1606,Expert,6,International Master,3
3182,14209,Alenygam,1605,Expert,6,Candidate Master,5
3183,14209,Sky_kers,1605,Expert,6,Newbie,9
3184,14209,krishnash1355,1605,Expert,6,Candidate Master,5
3185,14209,Aliyyiakbar,1605,Expert,6,Master,4
3186,14209,nguoidepchaivt,1605,Expert,6,Legendary Grandmaster,0
3187,14209,FATHER5,1605,Expert,6,Newbie,9
3188,14209,chiyaa_,1605,Expert,6,Grandmaster,2
3189,14260,ineyok,1604,Expert,6,Specialist,7
3190,14260,cowgirl,1604,Expert,6,Newbie,9
3191,14260,Kirlos_Nabil,1604,Expert,6,Candidate Master,5
3192,14260,bablo,1604,Expert,6,Newbie,9
3193,14260,makeinverse,1604,Expert,6,Newbie,9
3194,14260,yoshi_likes_e5,1604,Expert,6,Master,4
3195,14260,_twi_nami,1604,Expert,6,Newbie,9
3196,14260,Empereur,1604,Expert,6,Legendary Grandmaster,0
3197,14260,purgatoryUntilCM,1604,Expert,6,Candidate Master,5
3198,14260,_Ultimates,1604,Expert,6,Legendary Grandmaster,0
3199,14329,Ameba,1603,Expert,6,Newbie,9
3200,14329,super_xingyl,1603,Expert,6,Grandmaster,2
3201,14329,chandu1479,1603,Expert,6,Newbie,9
3202,14329,mulyam13986,1603,Expert,6,Newbie,9
3203,14329,DuyP,1603,Expert,6,Newbie,9
3204,14329,noobcoder696969,1603,Expert,6,Newbie,9
3205,14329,bera_474,1603,Expert,6,International Grandmaster,1
3206,14329,kalpitdon7,1603,Expert,6,Legendary Grandmaster,0
3207,14329,Exiled_Code,1603,Expert,6,Newbie,9
3208,14329,mosquitoes,1603,Expert,6,Newbie,9
3209,14329,cfls_dpfs,1603,Expert,6,Legendary Grandmaster,0
3210,14329,grandfather,1603,Expert,6,Master,4
3211,14329,zajivoee,1603,Expert,6,Legendary Grandmaster,0
3212,14329,whe961,1603,Expert,6,Legendary Grandmaster,0
3213,14329,Sourav_Kushwaha,1603,Expert,6,Candidate Master,5
3214,14329,SW7777,1603,Expert,6,Legendary Grandmaster,0
3215,14329,Curlwiz,1603,Expert,6,Legendary Grandmaster,0
3216,14329,TheLastHutu,1603,Expert,6,Newbie,9
3217,14401,Edgaru089,1602,Expert,6,Master,4
3218,14401,_0Istahak,1602,Expert,6,Newbie,9
3219,14401,Tanzim411,1602,Expert,6,Candidate Master,5
3220,14401,akshat_17,1602,Expert,6,Legendary Grandmaster,0
3221,14401,9.93,1602,Expert,6,Master,4
3222,14401,Drifter24,1602,Expert,6,Legendary Grandmaster,0
3223,14401,HeGoPlay,1602,Expert,6,Legendary Grandmaster,0
3224,14401,123BVN,1602,Expert,6,Legendary Grandmaster,0
3225,14401,khos,1602,Expert,6,Grandmaster,2
3226,14401,Default0909,1602,Expert,6,Specialist,7
3227,14401,pedro_parth,1602,Expert,6,Newbie,9
3228,14401,Apoorv.Samota,1602,Expert,6,Legendary Grandmaster,0
3229,14401,VGMSoMotThanhXuan,1602,Expert,6,International Master,3
3230,14401,Govy,1602,Expert,6,Legendary Grandmaster,0
3231,14401,GordenGhost,1602,Expert,6,International Grandmaster,1
3232,14401,Slata,1602,Expert,6,Newbie,9
3233,14401,Osris12,1602,Expert,6,Candidate Master,5
3234,14465,arnab_baishnab,1601,Expert,6,Grandmaster,2
3235,14465,CodeCraftsPhoenix,1601,Expert,6,Candidate Master,5
3236,14465,SamuellH12,1601,Expert,6,Newbie,9
3237,14465,Only1ahmed,1601,Expert,6,Candidate Master,5
3238,14465,AhmeMans,1601,Expert,6,International Grandmaster,1
3239,14465,ndann,1601,Expert,6,Legendary Grandmaster,0
3240,14465,Malhar_17,1601,Expert,6,Candidate Master,5
3241,14465,SadCauliflower,1601,Expert,6,Legendary Grandmaster,0
3242,14465,kikitop1gg,1601,Expert,6,Candidate Master,5
3243,14465,Ylandolsi,1601,Expert,6,International Master,3
3244,14465,ammahmed004,1601,Expert,6,Candidate Master,5
3245,14465,El-Metador,1601,Expert,6,Candidate Master,5
3246,14465,dragonman164_is_back,1601,Expert,6,Newbie,9
3247,14465,TheSensei,1601,Expert,6,Master,4
3248,14530,E-rK,1600,Expert,6,Legendary Grandmaster,0
3249,14530,Ivan-228,1600,Expert,6,International Master,3
3250,14530,thinhcute,1600,Expert,6,Newbie,9
3251,14530,MohammadDallash,1600,Expert,6,Candidate Master,5
3252,14530,viveksingh912,1600,Expert,6,Master,4
3253,14530,shubh_197,1600,Expert,6,Candidate Master,5
3254,14530,gche,1600,Expert,6,Master,4
3255,14530,Utonut-Zvezdy,1600,Expert,6,Legendary Grandmaster,0
3256,14530,heavenly_principles,1600,Expert,6,International Master,3
3257,14530,SummitClimbingDevil,1600,Expert,6,Candidate Master,5
3258,14530,_Cinder,1600,Expert,6,Grandmaster,2
3259,14592,lbdontknow,1599,Specialist,7,Newbie,9
3260,14628,alexalvarez123,1598,Specialist,7,Master,4
3261,14628,i_m_speeeed,1598,Specialist,7,International Master,3
3262,14628,Matsak,1598,Specialist,7,Master,4
3263,14628,Pooya_Daftarian,1598,Specialist,7,Candidate Master,5
3264,14662,MinhKien,1597,Specialist,7,Legendary Grandmaster,0
3265,14662,darysani,1597,Specialist,7,Candidate Master,5
3266,14662,CraaazyShep,1597,Specialist,7,Legendary Grandmaster,0
3267,14699,Sinatbt,1596,Specialist,7,Newbie,9
3268,14699,rgw2010,1596,Specialist,7,Legendary Grandmaster,0
3269,14699,Solo_codee,1596,Specialist,7,Candidate Master,5
3270,14731,ShadowLT,1595,Specialist,7,Legendary Grandmaster,0
3271,14731,pouyan86,1595,Specialist,7,Candidate Master,5
3272,14769,Dream_zjw,1594,Specialist,7,Newbie,9
3273,14769,kartik_garg163,1594,Specialist,7,Master,4
3274,14769,xxmb,1594,Specialist,7,Legendary Grandmaster,0
3275,14769,Surya__1234,1594,Specialist,7,International Grandmaster,1
3276,14800,myx12345,1593,Specialist,7,Legendary Grandmaster,0
3277,14800,Mr_chuby,1593,Specialist,7,Master,4
3278,14800,_ytlzzz,1593,Specialist,7,Newbie,9
3279,14831,_s1nmeee_,1592,Specialist,7,Candidate Master,5
3280,14831,torfee,1592,Specialist,7,Newbie,9
3281,14831,BlueCrowner,1592,Specialist,7,Expert,6
3282,14831,I_love_PLBH,1592,Specialist,7,Newbie,9
3283,14868,YinyuDream,1591,Specialist,7,Legendary Grandmaster,0
3284,14868,vbnm111,1591,Specialist,7,Expert,6
3285,14868,lzh999,1591,Specialist,7,Candidate Master,5
3286,14868,IAMGaoeight,1591,Specialist,7,Candidate Master,5
3287,14868,sohamrane301,1591,Specialist,7,Master,4
3288,14868,LaMbarghambar,1591,Specialist,7,Expert,6
3289,14868,_dsync,1591,Specialist,7,Newbie,9
3290,14908,elotelo,1590,Specialist,7,International Master,3
3291,14908,shushukl,1590,Specialist,7,Newbie,9
3292,14908,Kohinoor,1590,Specialist,7,Newbie,9
3293,14908,Anav_Agrawal,1590,Specialist,7,International Grandmaster,1
3294,14908,ngoclan2008,1590,Specialist,7,Candidate Master,5
3295,14908,Komeijizen,1590,Specialist,7,Candidate Master,5
3296,14908,sawsawnewnew,1590,Specialist,7,Legendary Grandmaster,0
3297,14908,_lbn,1590,Specialist,7,Master,4
3298,14953,lrXac,1589,Specialist,7,Newbie,9
3299,14953,dauka,1589,Specialist,7,Grandmaster,2
3300,14953,aplietexe,1589,Specialist,7,Newbie,9
3301,14953,Qian_Feng,1589,Specialist,7,Candidate Master,5
3302,14992,kamranm,1588,Specialist,7,Candidate Master,5
3303,14992,saba_goduadze,1588,Specialist,7,Expert,6
3304,14992,Future_Hustler,1588,Specialist,7,Candidate Master,5
3305,14992,man-ray,1588,Specialist,7,Legendary Grandmaster,0
3306,14992,XoLeRyTeR,1588,Specialist,7,Candidate Master,5
3307,14992,ayuxh,1588,Specialist,7,Master,4
3308,15025,Mavc,1587,Specialist,7,Master,4
3309,15025,giorgi_pkhaladze,1587,Specialist,7,Expert,6
3310,15025,giorgi123glm,1587,Specialist,7,Newbie,9
3311,15025,astronom1cal,1587,Specialist,7,Legendary Grandmaster,0
3312,15025,lingluya,1587,Specialist,7,Legendary Grandmaster,0
3313,15025,yrlpiao,1587,Specialist,7,Legendary Grandmaster,0
3314,15025,daksh177777,1587,Specialist,7,Master,4
3315,15025,SLastChance,1587,Specialist,7,Candidate Master,5
3316,15067,swater01,1586,Specialist,7,Newbie,9
3317,15067,KareemHatem,1586,Specialist,7,Candidate Master,5
3318,15067,_kaitokid,1586,Specialist,7,Legendary Grandmaster,0
3319,15067,T_saha11,1586,Specialist,7,Legendary Grandmaster,0
3320,15094,sahilshile25,1585,Specialist,7,Legendary Grandmaster,0
3321,15094,VanLam,1585,Specialist,7,Legendary Grandmaster,0
3322,15094,LingKerly,1585,Specialist,7,Legendary Grandmaster,0
3323,15094,pb2008,1585,Specialist,7,Master,4
3324,15094,bitZenith,1585,Specialist,7,Master,4
3325,15094,raviSmurf-O.o,1585,Specialist,7,Legendary Grandmaster,0
3326,15094,AJ148,1585,Specialist,7,Candidate Master,5
3327,15094,Heenpei,1585,Specialist,7,Newbie,9
3328,15094,koybasimuhittin,1585,Specialist,7,Newbie,9
3329,15094,Alphx2243,1585,Specialist,7,Grandmaster,2
3330,15094,-121,1585,Specialist,7,Newbie,9
3331,15136,tushar19280,1584,Specialist,7,Legendary Grandmaster,0
3332,15136,mmaiti627,1584,Specialist,7,Grandmaster,2
3333,15136,dmgal,1584,Specialist,7,Candidate Master,5
3334,15136,santosh_k22,1584,Specialist,7,Candidate Master,5
3335,15136,sarthak2468,1584,Specialist,7,Newbie,9
3336,15136,Celes,1584,Specialist,7,International Grandmaster,1
3337,15136,DaoDaoYu,1584,Specialist,7,Newbie,9
3338,15136,THE_._Prag,1584,Specialist,7,Candidate Master,5
3339,15136,greedyforces_,1584,Specialist,7,Newbie,9
3340,15136,Another_Isamatdin,1584,Specialist,7,Expert,6
3341,15173,Muaath_5,1583,Specialist,7,Pupil,8
3342,15173,Liz,1583,Specialist,7,Grandmaster,2
3343,15173,FuriousV,1583,Specialist,7,Legendary Grandmaster,0
3344,15173,shiv13,1583,Specialist,7,Legendary Grandmaster,0
3345,15173,Srihith_Bansal,1583,Specialist,7,Grandmaster,2
3346,15173,taishogun,1583,Specialist,7,Newbie,9
3347,15173,Kream,1583,Specialist,7,Grandmaster,2
3348,15173,GTNHdinner,1583,Specialist,7,Newbie,9
3349,15173,tin.le2,1583,Specialist,7,Legendary Grandmaster,0
3350,15215,zanj0,1582,Specialist,7,Candidate Master,5
3351,15215,iij,1582,Specialist,7,Expert,6
3352,15215,acoderzj,1582,Specialist,7,Newbie,9
3353,15215,NNCS_Se,1582,Specialist,7,Expert,6
3354,15215,daitangchen2008,1582,Specialist,7,Expert,6
3355,15262,catsareliquid,1581,Specialist,7,Legendary Grandmaster,0
3356,15262,jakub.zip,1581,Specialist,7,Newbie,9
3357,15262,shivamp_07,1581,Specialist,7,Candidate Master,5
3358,15262,PixelMaster,1581,Specialist,7,Newbie,9
3359,15290,gradnos,1580,Specialist,7,Legendary Grandmaster,0
3360,15290,dlucoding813,1580,Specialist,7,Newbie,9
3361,15290,piyusssssssh,1580,Specialist,7,Candidate Master,5
3362,15290,Mhmud_Sameh24,1580,Specialist,7,Newbie,9
3363,15290,bellllll,1580,Specialist,7,Master,4
3364,15290,astromaster,1580,Specialist,7,Newbie,9
3365,15319,Rushdi,1579,Specialist,7,Newbie,9
3366,15319,i_want_to_sleep,1579,Specialist,7,Master,4
3367,15319,andrei_n,1579,Specialist,7,Pupil,8
3368,15319,linburk,1579,Specialist,7,Candidate Master,5
3369,15319,copyPasteCoder,1579,Specialist,7,Master,4
3370,15319,DebNayak05,1579,Specialist,7,Newbie,9
3371,15319,halor,1579,Specialist,7,Legendary Grandmaster,0
3372,15362,winliu,1578,Specialist,7,Legendary Grandmaster,0
3373,15362,HuyyTD,1578,Specialist,7,Legendary Grandmaster,0
3374,15391,_sous,1577,Specialist,7,Legendary Grandmaster,0
3375,15391,bohun.i,1577,Specialist,7,Pupil,8
3376,15391,Tushars_07,1577,Specialist,7,Pupil,8
3377,15425,-RAGNAR-,1576,Specialist,7,Candidate Master,5
3378,15425,kkkksc03,1576,Specialist,7,Legendary Grandmaster,0
3379,15425,darknight_il,1576,Specialist,7,International Master,3
3380,15425,rayphan,1576,Specialist,7,Newbie,9
3381,15425,official_aditya_07,1576,Specialist,7,Newbie,9
3382,15425,Cyb3rBolt_,1576,Specialist,7,Expert,6
3383,15461,gym123456,1575,Specialist,7,Legendary Grandmaster,0
3384,15461,Abeke,1575,Specialist,7,Newbie,9
3385,15461,Akaki_Macharashvili,1575,Specialist,7,Candidate Master,5
3386,15505,L_lawliet27,1574,Specialist,7,Newbie,9
3387,15505,pharaoh583,1574,Specialist,7,Newbie,9
3388,15505,takeonicky,1574,Specialist,7,Legendary Grandmaster,0
3389,15505,artimovich.ko,1574,Specialist,7,International Master,3
3390,15505,PiyushBhatia,1574,Specialist,7,Legendary Grandmaster,0
3391,15541,dese1sh,1573,Specialist,7,Newbie,9
3392,15541,levmashar,1573,Specialist,7,Legendary Grandmaster,0
3393,15541,Vibhor_Bhatnagar,1573,Specialist,7,Candidate Master,5
3394,15541,deptraihaihuoc,1573,Specialist,7,Pupil,8
3395,15541,Shivam_Mahto,1573,Specialist,7,Candidate Master,5
3396,15541,LiuXing,1573,Specialist,7,Legendary Grandmaster,0
3397,15541,zmza,1573,Specialist,7,Legendary Grandmaster,0
3398,15541,M.Thaer,1573,Specialist,7,Newbie,9
3399,15541,TurnOfAPage,1573,Specialist,7,Legendary Grandmaster,0
3400,15583,linanchen,1572,Specialist,7,Newbie,9
3401,15583,QUYNHANH12VAN,1572,Specialist,7,Legendary Grandmaster,0
3402,15583,oyasumi_sion,1572,Specialist,7,Legendary Grandmaster,0
3403,15583,AshLynx,1572,Specialist,7,Candidate Master,5
3404,15626,.XiaoXia,1571,Specialist,7,Legendary Grandmaster,0
3405,15626,mahendraakshansh,1571,Specialist,7,Newbie,9
3406,15626,JustKitkat,1571,Specialist,7,Legendary Grandmaster,0
3407,15626,__breeze__,1571,Specialist,7,Newbie,9
3408,15665,pupiler.,1570,Specialist,7,Legendary Grandmaster,0
3409,15665,pyorz,1570,Specialist,7,International Master,3
3410,15705,i-m-possible,1569,Specialist,7,Expert,6
3411,15705,xuanthaibeou123,1569,Specialist,7,Newbie,9
3412,15705,Kawaii_Singla,1569,Specialist,7,Newbie,9
3413,15705,arnavra3,1569,Specialist,7,Pupil,8
3414,15705,__builtin_orz,1569,Specialist,7,Candidate Master,5
3415,15705,coding_sucks_1001001,1569,Specialist,7,Legendary Grandmaster,0
3416,15762,Yang8on,1568,Specialist,7,Legendary Grandmaster,0
3417,15762,mayanka22,1568,Specialist,7,Master,4
3418,15762,minus_M1,1568,Specialist,7,Grandmaster,2
3419,15800,BlackIce666,1567,Specialist,7,Newbie,9
3420,15800,Juruoljh,1567,Specialist,7,Newbie,9
3421,15800,hsuanxs111,1567,Specialist,7,Candidate Master,5
3422,15800,Vishy1111,1567,Specialist,7,International Grandmaster,1
3423,15800,CCSU_YZT,1567,Specialist,7,Legendary Grandmaster,0
3424,15800,Dolphy,1567,Specialist,7,Candidate Master,5
3425,15800,iwannafly,1567,Specialist,7,Newbie,9
3426,15800,NPsolved.cpp,1567,Specialist,7,Master,4
3427,15800,alpha1324,1567,Specialist,7,Legendary Grandmaster,0
3428,15800,Lost_from_Light,1567,Specialist,7,Expert,6
3429,15800,sixx_one,1567,Specialist,7,Newbie,9
3430,15800,ArisuMica,1567,Specialist,7,Legendary Grandmaster,0
3431,15854,akshit5638,1566,Specialist,7,Pupil,8
3432,15854,GMgrizo,1566,Specialist,7,Grandmaster,2
3433,15854,_notwhoyouthink,1566,Specialist,7,Candidate Master,5
3434,15854,conqueror_of_min,1566,Specialist,7,Legendary Grandmaster,0
3435,15879,HelloFromMars,1565,Specialist,7,Candidate Master,5
3436,15879,abhishekmangal12345,1565,Specialist,7,Legendary Grandmaster,0
3437,15879,OrinLoong,1565,Specialist,7,Legendary Grandmaster,0
3438,15879,weiron_RX,1565,Specialist,7,Newbie,9
3439,15879,Mecci_miaowu,1565,Specialist,7,Legendary Grandmaster,0
3440,15879,Incomprehensibilities,1565,Specialist,7,Candidate Master,5
3441,15917,ZombieTheLegend,1564,Specialist,7,Candidate Master,5
3442,15917,alyoks1,1564,Specialist,7,Newbie,9
3443,15917,JURUO.NOVA.ZHOU,1564,Specialist,7,Legendary Grandmaster,0
3444,15917,DeterministicChoco232,1564,Specialist,7,Candidate Master,5
3445,15917,zhangtj,1564,Specialist,7,Legendary Grandmaster,0
3446,15917,bibimoni,1564,Specialist,7,Newbie,9
3447,15962,goalboy,1563,Specialist,7,Legendary Grandmaster,0
3448,15962,Scooter1946,1563,Specialist,7,International Master,3
3449,15962,ltdsword,1563,Specialist,7,International Grandmaster,1
3450,15962,liuxinrang2026,1563,Specialist,7,International Master,3
3451,16002,the_phenom,1562,Specialist,7,International Master,3
3452,16002,rshohruh,1562,Specialist,7,Expert,6
3453,16002,pratxx,1562,Specialist,7,Candidate Master,5
3454,16002,conqueror_of_womais,1562,Specialist,7,International Master,3
3455,16002,Byte_Bender_3,1562,Specialist,7,Pupil,8
3456,16002,truman_,1562,Specialist,7,Expert,6
3457,16002,1_Year_Down,1562,Specialist,7,Expert,6
3458,16046,Zoopie,1561,Specialist,7,Master,4
3459,16046,HeartZ1,1561,Specialist,7,Legendary Grandmaster,0
3460,16046,Kartavya309,1561,Specialist,7,Pupil,8
3461,16046,MMufinn,1561,Specialist,7,Newbie,9
3462,16046,Gzuh-k,1561,Specialist,7,Newbie,9
3463,16046,shenjqr,1561,Specialist,7,Newbie,9
3464,16046,thelzz,1561,Specialist,7,Legendary Grandmaster,0
3465,16086,wrllnduy,1560,Specialist,7,Newbie,9
3466,16086,loser_seele,1560,Specialist,7,Master,4
3467,16086,doola,1560,Specialist,7,Candidate Master,5
3468,16086,-brr,1560,Specialist,7,Legendary Grandmaster,0
3469,16086,tetrahydropyranyl,1560,Specialist,7,Newbie,9
3470,16086,Saikat123Dev,1560,Specialist,7,Newbie,9
3471,16129,rishichowdhury711,1559,Specialist,7,Legendary Grandmaster,0
3472,16129,23122023,1559,Specialist,7,International Grandmaster,1
3473,16168,WilliamFranklin,1558,Specialist,7,Legendary Grandmaster,0
3474,16168,SridharSuthapalli,1558,Specialist,7,Newbie,9
3475,16168,_dhruv_03,1558,Specialist,7,Candidate Master,5
3476,16168,pheonix_2002,1558,Specialist,7,Legendary Grandmaster,0
3477,16208,WaveBreaker,1557,Specialist,7,Grandmaster,2
3478,16208,Vux2code,1557,Specialist,7,Master,4
3479,16208,Le_Minh_Duc,1557,Specialist,7,Legendary Grandmaster,0
3480,16208,SAI_PRANAY_DEEP,1557,Specialist,7,Newbie,9
3481,16236,LaughGW,1556,Specialist,7,Legendary Grandmaster,0
3482,16236,xxxalq,1556,Specialist,7,Legendary Grandmaster,0
3483,16273,zhangwansen,1555,Specialist,7,Candidate Master,5
3484,16273,MohamedG4,1555,Specialist,7,Newbie,9
3485,16273,greenthree,1555,Specialist,7,Pupil,8
3486,16273,Ileonov,1555,Specialist,7,Master,4
3487,16273,_why_not_,1555,Specialist,7,Candidate Master,5
3488,16273,aditya1977,1555,Specialist,7,Newbie,9
3489,16273,taraneh_fakooran,1555,Specialist,7,Legendary Grandmaster,0
3490,16309,pledqd,1554,Specialist,7,Candidate Master,5
3491,16309,NatsumeNeko,1554,Specialist,7,Legendary Grandmaster,0
3492,16309,drbean,1554,Specialist,7,Master,4
3493,16309,I_am_Jacks_FOMO,1554,Specialist,7,Grandmaster,2
3494,16309,shreyk,1554,Specialist,7,Candidate Master,5
3495,16309,_HyPraT_,1554,Specialist,7,Newbie,9
3496,16309,we12223,1554,Specialist,7,Candidate Master,5
3497,16309,isma,1554,Specialist,7,Newbie,9
3498,16353,Thanwisit_neo,1553,Specialist,7,Newbie,9
3499,16353,farhan95104,1553,Specialist,7,Newbie,9
3500,16353,hippo19,1553,Specialist,7,Pupil,8
3501,16353,PROhan,1553,Specialist,7,Legendary Grandmaster,0
3502,16353,iscreamc3,1553,Specialist,7,Master,4
3503,16400,sonlh07,1552,Specialist,7,Grandmaster,2
3504,16400,himshu,1552,Specialist,7,Expert,6
3505,16400,Sandeep_Yadav_,1552,Specialist,7,Candidate Master,5
3506,16400,tridipta2806,1552,Specialist,7,Grandmaster,2
3507,16458,linvg,1551,Specialist,7,Newbie,9
3508,16458,aqeq,1551,Specialist,7,Pupil,8
3509,16458,suobi,1551,Specialist,7,Candidate Master,5
3510,16458,He_XY,1551,Specialist,7,International Grandmaster,1
3511,16458,puravjn,1551,Specialist,7,Candidate Master,5
3512,16508,S.Hurmath,1550,Specialist,7,Master,4
3513,16508,zavodov42,1550,Specialist,7,Master,4
3514,16508,amit_shinde,1550,Specialist,7,Candidate Master,5
3515,16508,Hritik0101,1550,Specialist,7,Expert,6
3516,16508,Aidencode,1550,Specialist,7,Newbie,9
3517,16508,merrychristmas911,1550,Specialist,7,Newbie,9
3518,16508,Love_Hitachi.Mako,1550,Specialist,7,Newbie,9
3519,16508,thalacodes_77,1550,Specialist,7,Master,4
3520,16508,ChocoKhongSuy,1550,Specialist,7,Newbie,9
3521,16560,tien_noob,1549,Specialist,7,Newbie,9
3522,16560,Beast_376,1549,Specialist,7,Candidate Master,5
3523,16560,pusheen_1024,1549,Specialist,7,Candidate Master,5
3524,16560,pcumamahesh,1549,Specialist,7,Pupil,8
3525,16560,StraddlePlanche,1549,Specialist,7,Master,4
3526,16560,tickbird,1549,Specialist,7,International Grandmaster,1
3527,16560,justsurfing,1549,Specialist,7,Master,4
3528,16560,Seyyed_Mojtaba_Mortazavi,1549,Specialist,7,International Master,3
3529,16560,21.0,1549,Specialist,7,International Master,3
3530,16560,imkindabad,1549,Specialist,7,Legendary Grandmaster,0
3531,16560,Young_Cloud,1549,Specialist,7,Legendary Grandmaster,0
3532,16560,Yi_xi,1549,Specialist,7,Newbie,9
3533,16560,_sjy_,1549,Specialist,7,Newbie,9
3534,16560,joshuaSYSS,1549,Specialist,7,Newbie,9
3535,16602,turtletortles,1548,Specialist,7,Pupil,8
3536,16602,SN0WM4N,1548,Specialist,7,Newbie,9
3537,16602,Ask-2005,1548,Specialist,7,Legendary Grandmaster,0
3538,16602,omsingh95405,1548,Specialist,7,Legendary Grandmaster,0
3539,16602,tanmaybisht_,1548,Specialist,7,Newbie,9
3540,16602,Misaka16172,1548,Specialist,7,Newbie,9
3541,16602,Neelabh1225,1548,Specialist,7,International Master,3
3542,16602,miraiya,1548,Specialist,7,Pupil,8
3543,16648,Ishjazz,1547,Specialist,7,Master,4
3544,16648,BytesizeGenius,1547,Specialist,7,Newbie,9
3545,16648,debjit81,1547,Specialist,7,Candidate Master,5
3546,16648,apoloand,1547,Specialist,7,Legendary Grandmaster,0
3547,16648,chenRenning,1547,Specialist,7,Grandmaster,2
3548,16648,GodLoki,1547,Specialist,7,Legendary Grandmaster,0
